return_id,order_id,customer_id,sku_id,category,sub_category,brand_tier,city,return_date,return_month,days_to_return,return_reason,return_reason_group,refund_amount,reverse_logistics_cost,total_loss,resolution_days,refund_mode,customer_segment,delivery_slot,sla_breached,is_perishable,order_total_paid,dark_store_id,delivery_agent_id
RET0011323,ORD0054640,CUS013858,SKU1096,Meat & Seafood,Fish,Budget,Mumbai,2023-08-10,2023-08,0,Quality Not as Expected,Quality,187.01,30.87,217.88,2,Bank Transfer,Champion,Morning (9 AM–12 PM),0,1,192.51,DS007,DA0024
RET0011324,ORD0054645,CUS010653,SKU1056,Dairy & Eggs,Eggs,Premium,Chennai,2023-04-30,2023-04,1,Damaged Product,Logistics,89.8,80.91,170.71,1,Wallet Credit,Champion,Afternoon (12–3 PM),0,1,106.81,DS003,DA0186
RET0011325,ORD0054648,CUS003942,SKU1456,Pet Care,Pet Accessories,Mid,Mumbai,2022-09-04,2022-09,1,Damaged Product,Logistics,257.9,64.78,322.68,1,Bank Transfer,Champion,Evening (3–6 PM),1,0,281.52,DS017,DA0153
RET0011326,ORD0054653,CUS012515,SKU1384,Baby Care,Diapers,Mid,Delhi,2022-12-19,2022-12,1,Damaged Product,Logistics,416.73,83.45,500.18,2,Original Payment Method,Champion,Evening (3–6 PM),0,0,425.39,DS016,DA0010
RET0011327,ORD0054657,CUS000352,SKU1143,Frozen Foods,Frozen Snacks,Premium,Hyderabad,2023-05-21,2023-05,4,Damaged Product,Logistics,270.17,76.59,346.76,1,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,292.24,DS003,DA0164
RET0011328,ORD0054660,CUS007567,SKU1080,Meat & Seafood,Chicken,Mid,Hyderabad,2024-05-13,2024-05,6,Expired or Near-Expiry,Quality,558.61,77.83,636.44,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,646.84,DS007,DA0125
RET0011329,ORD0054677,CUS017175,SKU1192,Bakery & Bread,Rusks & Toasts,Mid,Kolkata,2024-05-19,2024-05,3,Wrong Item Delivered,Logistics,312.32,46.21,358.53,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,378.88,DS001,DA0163
RET0011330,ORD0054696,CUS008892,SKU1153,Frozen Foods,Frozen Meat,Mid,Pune,2022-10-17,2022-10,0,Damaged Product,Logistics,599.73,67.01,666.74,2,Bank Transfer,Champion,Evening (3–6 PM),0,1,620.92,DS022,DA0069
RET0011331,ORD0054704,CUS008302,SKU1366,Household Essentials,Floor Cleaners,Budget,Kolkata,2024-02-21,2024-02,3,Expired or Near-Expiry,Quality,103.58,61.34,164.92,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,117.42,DS025,DA0109
RET0011332,ORD0054706,CUS000622,SKU1054,Dairy & Eggs,Paneer,Premium,Mumbai,2023-03-27,2023-03,5,Expired or Near-Expiry,Quality,117.23,66.56,183.79,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,134.44,DS013,DA0126
RET0011333,ORD0054715,CUS002455,SKU1322,Personal Care,Oral Care,Premium,Bengaluru,2024-06-01,2024-06,1,Wrong Item Delivered,Logistics,1180.31,56.54,1236.85,0,Original Payment Method,Champion,Morning (9 AM–12 PM),1,0,1286.95,DS012,DA0114
RET0011334,ORD0054717,CUS001300,SKU1118,Frozen Foods,Ice Cream,Budget,Hyderabad,2023-09-07,2023-09,3,Quality Not as Expected,Quality,88.01,29.68,117.69,5,Wallet Credit,Champion,Night (9 PM–12 AM),1,1,104.26,DS001,DA0125
RET0011335,ORD0054719,CUS004811,SKU1022,Fruits & Vegetables,Leafy Greens,Budget,Delhi,2022-08-17,2022-08,1,Damaged Product,Logistics,54.66,48.99,103.65,2,Bank Transfer,Champion,Prime Evening (6–9 PM),1,1,64.48,DS004,DA0147
RET0011336,ORD0054722,CUS009323,SKU1080,Meat & Seafood,Chicken,Mid,Mumbai,2024-02-15,2024-02,1,Quality Not as Expected,Quality,268.0,38.65,306.65,7,Original Payment Method,Champion,Afternoon (12–3 PM),1,1,282.91,DS022,DA0175
RET0011337,ORD0054729,CUS006101,SKU1283,Staples & Grains,Atta & Flour,Mid,Mumbai,2023-07-24,2023-07,4,Expired or Near-Expiry,Quality,122.05,36.51,158.56,1,Original Payment Method,Champion,Evening (3–6 PM),1,0,134.93,DS001,DA0134
RET0011338,ORD0054738,CUS015025,SKU1119,Frozen Foods,Ice Cream,Budget,Mumbai,2023-04-23,2023-04,2,Quality Not as Expected,Quality,603.67,78.73,682.4,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,688.5,DS016,DA0061
RET0011339,ORD0054739,CUS014843,SKU1253,Beverages,Energy Drinks,Budget,Hyderabad,2023-06-26,2023-06,3,Damaged Product,Logistics,249.0,53.0,302.0,2,Original Payment Method,Champion,Evening (3–6 PM),0,0,271.53,DS006,DA0199
RET0011340,ORD0054740,CUS008382,SKU1035,Fruits & Vegetables,Herbs & Seasonings,Budget,Bengaluru,2023-08-02,2023-08,1,Expired or Near-Expiry,Quality,108.93,83.82,192.75,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,114.69,DS019,DA0052
RET0011341,ORD0054744,CUS007263,SKU1123,Frozen Foods,Ice Cream,Budget,Bengaluru,2022-08-13,2022-08,3,Wrong Item Delivered,Logistics,388.8,33.5,422.3,0,Wallet Credit,Champion,Prime Evening (6–9 PM),1,1,433.1,DS014,DA0169
RET0011342,ORD0054751,CUS009095,SKU1115,Meat & Seafood,Other Seafood,Budget,Kolkata,2023-07-23,2023-07,5,Damaged Product,Logistics,292.03,80.32,372.35,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,304.45,DS004,DA0182
RET0011343,ORD0054754,CUS000558,SKU1150,Frozen Foods,Frozen Meat,Premium,Bengaluru,2023-09-25,2023-09,4,Quality Not as Expected,Quality,133.43,81.26,214.69,0,Original Payment Method,Champion,Night (9 PM–12 AM),0,1,148.08,DS009,DA0065
RET0011344,ORD0054760,CUS017406,SKU1015,Fruits & Vegetables,Exotic Vegetables,Budget,Bengaluru,2024-04-06,2024-04,2,Changed Mind,Customer,63.13,53.19,116.32,7,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,74.97,DS017,DA0163
RET0011345,ORD0054767,CUS013026,SKU1161,Bakery & Bread,Bread & Buns,Mid,Pune,2024-04-18,2024-04,1,Wrong Item Delivered,Logistics,136.7,83.3,220.0,3,Wallet Credit,Champion,Early Morning (6–9 AM),1,0,151.84,DS005,DA0054
RET0011346,ORD0054782,CUS006646,SKU1093,Meat & Seafood,Fish,Mid,Delhi,2023-07-02,2023-07,0,Damaged Product,Logistics,803.69,72.21,875.9,3,Wallet Credit,Champion,Early Morning (6–9 AM),0,1,943.12,DS005,DA0040
RET0011347,ORD0054789,CUS015470,SKU1155,Frozen Foods,Frozen Meat,Mid,Kolkata,2022-10-25,2022-10,1,Quality Not as Expected,Quality,206.38,67.06,273.44,10,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,228.02,DS014,DA0165
RET0011348,ORD0054790,CUS001025,SKU1382,Baby Care,Diapers,Premium,Kolkata,2022-11-02,2022-11,2,Damaged Product,Logistics,216.57,67.04,283.61,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,258.46,DS013,DA0172
RET0011349,ORD0054791,CUS000518,SKU1082,Meat & Seafood,Chicken,Premium,Chennai,2023-12-02,2023-12,1,Expired or Near-Expiry,Quality,388.98,71.31,460.29,0,Wallet Credit,Champion,Morning (9 AM–12 PM),0,1,418.09,DS010,DA0008
RET0011350,ORD0054793,CUS001162,SKU1445,Pet Care,Pet Treats,Budget,Hyderabad,2022-10-12,2022-10,0,Damaged Product,Logistics,626.85,35.17,662.02,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,730.68,DS022,DA0140
RET0011351,ORD0054794,CUS001339,SKU1131,Frozen Foods,Frozen Vegetables,Mid,Hyderabad,2024-04-08,2024-04,2,Expired or Near-Expiry,Quality,172.37,37.71,210.08,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,204.4,DS005,DA0189
RET0011352,ORD0054796,CUS000259,SKU1172,Bakery & Bread,Cakes & Pastries,Budget,Delhi,2024-03-12,2024-03,2,Quality Not as Expected,Quality,261.45,41.64,303.09,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,264.87,DS025,DA0063
RET0011353,ORD0054799,CUS008394,SKU1394,Baby Care,Baby Food,Mid,Mumbai,2022-09-11,2022-09,0,Expired or Near-Expiry,Quality,607.64,54.33,661.97,0,Original Payment Method,Champion,Evening (3–6 PM),1,0,666.66,DS005,DA0190
RET0011354,ORD0054806,CUS009877,SKU1267,Beverages,Water,Mid,Hyderabad,2022-09-29,2022-09,1,Quality Not as Expected,Quality,141.87,59.65,201.52,7,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,170.61,DS007,DA0087
RET0011355,ORD0054810,CUS011537,SKU1081,Meat & Seafood,Chicken,Mid,Mumbai,2022-12-31,2022-12,3,Item Missing in Order,Logistics,191.51,55.82,247.33,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,198.05,DS018,DA0086
RET0011356,ORD0054811,CUS007287,SKU1056,Dairy & Eggs,Eggs,Premium,Kolkata,2022-09-23,2022-09,1,Item Missing in Order,Logistics,145.75,70.51,216.26,1,Wallet Credit,Champion,Early Morning (6–9 AM),0,1,175.58,DS005,DA0106
RET0011357,ORD0054812,CUS009518,SKU1127,Frozen Foods,Frozen Vegetables,Premium,Bengaluru,2023-01-04,2023-01,2,Damaged Product,Logistics,291.3,80.68,371.98,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,329.74,DS006,DA0162
RET0011358,ORD0054813,CUS009746,SKU1213,Snacks & Namkeen,Popcorn,Mid,Bengaluru,2023-07-11,2023-07,5,Expired or Near-Expiry,Quality,307.67,60.3,367.97,0,Original Payment Method,Champion,Evening (3–6 PM),0,0,367.84,DS017,DA0069
RET0011359,ORD0054815,CUS008173,SKU1430,Pet Care,Cat Food,Mid,Chennai,2023-03-17,2023-03,1,Wrong Item Delivered,Logistics,282.14,76.26,358.4,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,286.5,DS016,DA0172
RET0011360,ORD0054816,CUS013857,SKU1301,Staples & Grains,Sugar & Salt,Mid,Pune,2023-04-16,2023-04,1,Damaged Product,Logistics,221.83,53.1,274.93,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,253.46,DS012,DA0186
RET0011361,ORD0054820,CUS009790,SKU1313,Personal Care,Skincare,Premium,Delhi,2023-01-29,2023-01,1,Wrong Item Delivered,Logistics,263.37,54.95,318.32,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,265.03,DS022,DA0029
RET0011362,ORD0054825,CUS012786,SKU1059,Dairy & Eggs,Eggs,Mid,Delhi,2022-11-26,2022-11,1,Damaged Product,Logistics,124.37,49.24,173.61,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,128.12,DS006,DA0164
RET0011363,ORD0054827,CUS003330,SKU1319,Personal Care,Hair Care,Mid,Delhi,2023-12-18,2023-12,0,Expired or Near-Expiry,Quality,1189.73,40.01,1229.74,1,Original Payment Method,Champion,Night (9 PM–12 AM),1,0,1270.0,DS001,DA0195
RET0011364,ORD0054828,CUS007181,SKU1348,Household Essentials,Cleaning Liquids,Mid,Delhi,2024-06-09,2024-06,1,Damaged Product,Logistics,111.02,49.68,160.7,2,Bank Transfer,Champion,Afternoon (12–3 PM),0,0,126.82,DS007,DA0145
RET0011365,ORD0054834,CUS015495,SKU1415,Baby Care,Baby Accessories,Mid,Delhi,2024-05-05,2024-05,0,Item Missing in Order,Logistics,2051.22,45.92,2097.14,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,2273.88,DS022,DA0193
RET0011366,ORD0054840,CUS016123,SKU1415,Baby Care,Baby Accessories,Mid,Mumbai,2023-08-04,2023-08,0,Duplicate Order,Customer,337.08,56.98,394.06,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,384.62,DS014,DA0160
RET0011367,ORD0054844,CUS011732,SKU1055,Dairy & Eggs,Paneer,Budget,Mumbai,2023-01-11,2023-01,1,Damaged Product,Logistics,67.12,80.93,148.05,3,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,79.99,DS014,DA0122
RET0011368,ORD0054847,CUS017848,SKU1374,Household Essentials,Tissues & Wipes,Premium,Hyderabad,2023-02-27,2023-02,0,Other,Customer,96.49,72.43,168.92,1,Wallet Credit,Champion,Morning (9 AM–12 PM),0,0,114.5,DS023,DA0129
RET0011369,ORD0054853,CUS014963,SKU1052,Dairy & Eggs,Paneer,Budget,Hyderabad,2023-02-20,2023-02,0,Damaged Product,Logistics,57.05,32.97,90.02,3,Original Payment Method,Champion,Evening (3–6 PM),0,1,69.48,DS012,DA0011
RET0011370,ORD0054855,CUS004491,SKU1132,Frozen Foods,Ready to Cook,Premium,Bengaluru,2023-01-07,2023-01,3,Changed Mind,Customer,338.34,78.86,417.2,2,Original Payment Method,Champion,Evening (3–6 PM),0,1,356.04,DS009,DA0187
RET0011371,ORD0054873,CUS008168,SKU1033,Fruits & Vegetables,Herbs & Seasonings,Budget,Pune,2023-03-25,2023-03,3,Expired or Near-Expiry,Quality,188.19,56.41,244.6,7,Bank Transfer,Champion,Evening (3–6 PM),1,1,192.27,DS006,DA0186
RET0011372,ORD0054878,CUS011339,SKU1109,Meat & Seafood,Other Seafood,Premium,Delhi,2022-08-07,2022-08,0,Wrong Item Delivered,Logistics,289.31,52.63,341.94,7,Original Payment Method,Champion,Evening (3–6 PM),1,1,333.74,DS011,DA0104
RET0011373,ORD0054879,CUS002424,SKU1095,Meat & Seafood,Fish,Budget,Delhi,2024-06-25,2024-06,4,Damaged Product,Logistics,1652.9,67.17,1720.07,0,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,1765.1,DS008,DA0095
RET0011374,ORD0054887,CUS009764,SKU1122,Frozen Foods,Ice Cream,Premium,Chennai,2023-12-11,2023-12,0,Expired or Near-Expiry,Quality,384.26,66.8,451.06,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,396.6,DS018,DA0030
RET0011375,ORD0054888,CUS009433,SKU1019,Fruits & Vegetables,Leafy Greens,Mid,Chennai,2023-12-13,2023-12,2,Expired or Near-Expiry,Quality,152.6,75.27,227.87,5,Bank Transfer,Champion,Afternoon (12–3 PM),1,1,174.46,DS020,DA0131
RET0011376,ORD0054889,CUS010530,SKU1040,Fruits & Vegetables,Herbs & Seasonings,Premium,Chennai,2024-02-05,2024-02,4,Expired or Near-Expiry,Quality,241.33,57.85,299.18,3,Wallet Credit,Champion,Morning (9 AM–12 PM),1,1,285.27,DS013,DA0188
RET0011377,ORD0054899,CUS014932,SKU1127,Frozen Foods,Frozen Vegetables,Premium,Mumbai,2023-11-14,2023-11,2,Expired or Near-Expiry,Quality,606.22,73.61,679.83,0,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,707.13,DS005,DA0162
RET0011378,ORD0054901,CUS000232,SKU1337,Personal Care,Deodorants,Premium,Mumbai,2023-09-27,2023-09,1,Wrong Item Delivered,Logistics,507.69,43.39,551.08,5,Original Payment Method,Champion,Early Morning (6–9 AM),1,0,520.12,DS016,DA0076
RET0011379,ORD0054908,CUS017266,SKU1140,Frozen Foods,Frozen Snacks,Mid,Mumbai,2024-01-31,2024-01,0,Expired or Near-Expiry,Quality,719.82,37.68,757.5,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,769.71,DS005,DA0133
RET0011380,ORD0054910,CUS003376,SKU1085,Meat & Seafood,Mutton,Mid,Bengaluru,2024-06-25,2024-06,0,Expired or Near-Expiry,Quality,329.17,31.65,360.82,2,Bank Transfer,Champion,Evening (3–6 PM),0,1,398.46,DS013,DA0170
RET0011381,ORD0054912,CUS012642,SKU1098,Meat & Seafood,Fish,Budget,Delhi,2022-07-21,2022-07,3,Wrong Item Delivered,Logistics,677.39,41.92,719.31,0,Wallet Credit,Champion,Afternoon (12–3 PM),1,1,728.3,DS016,DA0196
RET0011382,ORD0054915,CUS017811,SKU1036,Fruits & Vegetables,Herbs & Seasonings,Mid,Ahmedabad,2022-12-31,2022-12,1,Wrong Item Delivered,Logistics,121.05,36.31,157.36,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,124.33,DS011,DA0044
RET0011383,ORD0054918,CUS005423,SKU1431,Pet Care,Cat Food,Budget,Hyderabad,2022-11-16,2022-11,2,Damaged Product,Logistics,85.37,40.23,125.6,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,93.72,DS004,DA0049
RET0011384,ORD0054920,CUS001447,SKU1017,Fruits & Vegetables,Leafy Greens,Budget,Bengaluru,2023-02-18,2023-02,1,Damaged Product,Logistics,80.11,45.13,125.24,5,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,91.65,DS008,DA0107
RET0011385,ORD0054921,CUS013857,SKU1232,Snacks & Namkeen,Energy Bars,Budget,Pune,2023-02-12,2023-02,1,Expired or Near-Expiry,Quality,411.4,41.7,453.1,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,470.2,DS016,DA0134
RET0011386,ORD0054926,CUS012620,SKU1025,Fruits & Vegetables,Root Vegetables,Budget,Bengaluru,2024-04-30,2024-04,1,Quality Not as Expected,Quality,177.45,42.42,219.87,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,194.5,DS020,DA0128
RET0011387,ORD0054929,CUS017752,SKU1050,Dairy & Eggs,Cheese,Premium,Delhi,2023-07-16,2023-07,4,Damaged Product,Logistics,77.02,84.28,161.3,3,Original Payment Method,Champion,Evening (3–6 PM),0,1,82.65,DS023,DA0044
RET0011388,ORD0054936,CUS009234,SKU1102,Meat & Seafood,Prawns & Shrimp,Mid,Pune,2023-11-17,2023-11,0,Expired or Near-Expiry,Quality,509.01,33.34,542.35,1,Bank Transfer,Champion,Evening (3–6 PM),0,1,583.46,DS020,DA0016
RET0011389,ORD0054939,CUS011812,SKU1430,Pet Care,Cat Food,Mid,Mumbai,2024-04-18,2024-04,3,Item Missing in Order,Logistics,606.67,47.01,653.68,1,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,718.88,DS012,DA0059
RET0011390,ORD0054940,CUS001016,SKU1091,Meat & Seafood,Mutton,Budget,Delhi,2023-11-15,2023-11,1,Damaged Product,Logistics,639.57,52.77,692.34,0,Bank Transfer,Champion,Prime Evening (6–9 PM),0,1,733.18,DS005,DA0053
RET0011391,ORD0054944,CUS009471,SKU1174,Bakery & Bread,Cakes & Pastries,Budget,Mumbai,2022-12-10,2022-12,1,Wrong Item Delivered,Logistics,38.06,47.47,85.53,7,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,44.51,DS021,DA0187
RET0011392,ORD0054952,CUS007117,SKU1414,Baby Care,Baby Accessories,Premium,Chennai,2023-10-19,2023-10,2,Expired or Near-Expiry,Quality,1419.73,82.32,1502.05,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,1669.23,DS017,DA0163
RET0011393,ORD0054954,CUS011273,SKU1071,Dairy & Eggs,Ghee,Mid,Chennai,2022-09-15,2022-09,1,Quality Not as Expected,Quality,61.04,71.12,132.16,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,67.57,DS008,DA0119
RET0011394,ORD0054964,CUS004823,SKU1147,Frozen Foods,Frozen Snacks,Budget,Hyderabad,2023-04-20,2023-04,1,Expired or Near-Expiry,Quality,386.39,29.14,415.53,2,Wallet Credit,Champion,Morning (9 AM–12 PM),0,1,388.28,DS021,DA0069
RET0011395,ORD0054970,CUS014886,SKU1020,Fruits & Vegetables,Leafy Greens,Budget,Bengaluru,2023-02-04,2023-02,1,Damaged Product,Logistics,133.35,57.27,190.62,0,Wallet Credit,Champion,Evening (3–6 PM),0,1,156.94,DS015,DA0171
RET0011396,ORD0054973,CUS002606,SKU1130,Frozen Foods,Frozen Vegetables,Budget,Delhi,2024-05-08,2024-05,1,Damaged Product,Logistics,945.56,34.27,979.83,1,Original Payment Method,Champion,Evening (3–6 PM),1,1,1047.78,DS016,DA0123
RET0011397,ORD0054976,CUS009602,SKU1139,Frozen Foods,Ready to Cook,Mid,Bengaluru,2024-01-04,2024-01,1,Quality Not as Expected,Quality,229.11,49.45,278.56,2,Wallet Credit,Champion,Evening (3–6 PM),0,1,260.74,DS019,DA0091
RET0011398,ORD0054986,CUS002097,SKU1165,Bakery & Bread,Biscuits & Cookies,Premium,Delhi,2022-10-20,2022-10,4,Damaged Product,Logistics,50.89,84.35,135.24,2,Bank Transfer,Champion,Evening (3–6 PM),1,0,55.99,DS022,DA0074
RET0011399,ORD0054992,CUS015591,SKU1021,Fruits & Vegetables,Leafy Greens,Mid,Kolkata,2024-06-25,2024-06,1,Expired or Near-Expiry,Quality,228.28,45.4,273.68,2,Original Payment Method,Champion,Night (9 PM–12 AM),0,1,266.84,DS019,DA0084
RET0011400,ORD0054994,CUS004234,SKU1162,Bakery & Bread,Bread & Buns,Budget,Mumbai,2024-01-30,2024-01,0,Item Missing in Order,Logistics,28.04,32.84,60.88,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,32.33,DS005,DA0103
RET0011401,ORD0055001,CUS015051,SKU1060,Dairy & Eggs,Eggs,Budget,Chennai,2023-08-27,2023-08,2,Quality Not as Expected,Quality,157.19,56.17,213.36,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,188.67,DS005,DA0070
RET0011402,ORD0055004,CUS011233,SKU1311,Personal Care,Skincare,Budget,Mumbai,2022-12-11,2022-12,2,Expired or Near-Expiry,Quality,298.45,59.07,357.52,2,Bank Transfer,Champion,Prime Evening (6–9 PM),0,0,318.38,DS010,DA0061
RET0011403,ORD0055008,CUS011467,SKU1335,Personal Care,Deodorants,Mid,Mumbai,2023-11-29,2023-11,0,Expired or Near-Expiry,Quality,415.08,39.4,454.48,1,Bank Transfer,Champion,Prime Evening (6–9 PM),0,0,502.38,DS007,DA0029
RET0011404,ORD0055012,CUS001563,SKU1395,Baby Care,Baby Food,Budget,Chennai,2023-09-18,2023-09,1,Wrong Item Delivered,Logistics,359.69,32.01,391.7,2,Bank Transfer,Champion,Afternoon (12–3 PM),0,0,410.65,DS001,DA0146
RET0011405,ORD0055021,CUS014774,SKU1352,Household Essentials,Detergents,Mid,Delhi,2023-08-15,2023-08,0,Other,Customer,628.87,80.08,708.95,0,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,712.32,DS007,DA0036
RET0011406,ORD0055030,CUS014262,SKU1236,Beverages,Juices,Mid,Bengaluru,2023-12-07,2023-12,5,Damaged Product,Logistics,377.6,80.67,458.27,0,Wallet Credit,Champion,Evening (3–6 PM),0,0,378.51,DS001,DA0177
RET0011407,ORD0055047,CUS010019,SKU1451,Pet Care,Pet Accessories,Premium,Bengaluru,2023-09-16,2023-09,1,Item Missing in Order,Logistics,207.51,36.86,244.37,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,223.77,DS004,DA0087
RET0011408,ORD0055051,CUS008536,SKU1351,Household Essentials,Detergents,Premium,Ahmedabad,2023-04-25,2023-04,2,Changed Mind,Customer,289.57,46.52,336.09,1,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,342.04,DS015,DA0010
RET0011409,ORD0055052,CUS011229,SKU1034,Fruits & Vegetables,Herbs & Seasonings,Mid,Mumbai,2023-04-01,2023-04,1,Duplicate Order,Customer,199.34,56.69,256.03,3,Wallet Credit,Champion,Afternoon (12–3 PM),1,1,205.06,DS005,DA0057
RET0011410,ORD0055056,CUS013973,SKU1130,Frozen Foods,Frozen Vegetables,Budget,Mumbai,2023-02-07,2023-02,2,Duplicate Order,Customer,1489.36,71.75,1561.11,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,1590.6,DS004,DA0070
RET0011411,ORD0055057,CUS006135,SKU1045,Dairy & Eggs,Milk,Budget,Hyderabad,2022-07-01,2022-07,0,Damaged Product,Logistics,56.11,43.39,99.5,2,Wallet Credit,Champion,Evening (3–6 PM),0,1,58.07,DS011,DA0184
RET0011412,ORD0055067,CUS002569,SKU1372,Household Essentials,Fresheners,Mid,Bengaluru,2022-08-06,2022-08,0,Damaged Product,Logistics,80.03,83.05,163.08,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,97.09,DS004,DA0048
RET0011413,ORD0055076,CUS009387,SKU1110,Meat & Seafood,Other Seafood,Mid,Delhi,2024-03-07,2024-03,1,Damaged Product,Logistics,774.07,29.68,803.75,2,Wallet Credit,Champion,Prime Evening (6–9 PM),1,1,803.52,DS012,DA0058
RET0011414,ORD0055081,CUS001009,SKU1156,Bakery & Bread,Bread & Buns,Premium,Mumbai,2022-12-16,2022-12,0,Changed Mind,Customer,40.61,62.86,103.47,2,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,44.92,DS015,DA0069
RET0011415,ORD0055086,CUS001677,SKU1185,Bakery & Bread,Muffins,Budget,Hyderabad,2023-04-25,2023-04,3,Damaged Product,Logistics,359.99,38.45,398.44,1,Wallet Credit,Champion,Evening (3–6 PM),0,0,381.88,DS002,DA0041
RET0011416,ORD0055096,CUS002012,SKU1049,Dairy & Eggs,Cheese,Premium,Bengaluru,2022-08-15,2022-08,0,Item Missing in Order,Logistics,122.61,54.26,176.87,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,145.56,DS011,DA0095
RET0011417,ORD0055097,CUS014062,SKU1089,Meat & Seafood,Mutton,Premium,Delhi,2024-05-12,2024-05,2,Damaged Product,Logistics,610.99,77.23,688.22,1,Bank Transfer,Champion,Prime Evening (6–9 PM),0,1,640.82,DS007,DA0191
RET0011418,ORD0055098,CUS002343,SKU1120,Frozen Foods,Ice Cream,Budget,Pune,2023-01-16,2023-01,2,Quality Not as Expected,Quality,343.32,59.58,402.9,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,397.71,DS003,DA0002
RET0011419,ORD0055103,CUS000940,SKU1168,Bakery & Bread,Biscuits & Cookies,Mid,Chennai,2024-03-17,2024-03,1,Duplicate Order,Customer,92.45,51.76,144.21,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,97.12,DS021,DA0138
RET0011420,ORD0055108,CUS012423,SKU1158,Bakery & Bread,Bread & Buns,Mid,Hyderabad,2023-03-10,2023-03,0,Damaged Product,Logistics,125.11,34.44,159.55,0,Original Payment Method,Champion,Evening (3–6 PM),1,0,127.44,DS006,DA0103
RET0011421,ORD0055117,CUS003345,SKU1106,Meat & Seafood,Prawns & Shrimp,Budget,Pune,2024-06-02,2024-06,1,Damaged Product,Logistics,275.94,66.57,342.51,3,Original Payment Method,Champion,Early Morning (6–9 AM),0,1,279.37,DS018,DA0199
RET0011422,ORD0055121,CUS012536,SKU1133,Frozen Foods,Ready to Cook,Mid,Delhi,2023-03-18,2023-03,2,Damaged Product,Logistics,207.45,62.84,270.29,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,225.0,DS022,DA0113
RET0011423,ORD0055126,CUS017619,SKU1403,Baby Care,Baby Wipes,Premium,Chennai,2024-02-28,2024-02,2,Expired or Near-Expiry,Quality,1215.07,33.05,1248.12,1,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,1336.64,DS019,DA0128
RET0011424,ORD0055135,CUS002563,SKU1258,Beverages,Tea & Coffee,Mid,Delhi,2023-07-20,2023-07,5,Expired or Near-Expiry,Quality,93.57,64.69,158.26,10,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,113.64,DS004,DA0142
RET0011425,ORD0055139,CUS011195,SKU1160,Bakery & Bread,Bread & Buns,Premium,Chennai,2023-07-14,2023-07,3,Damaged Product,Logistics,45.04,79.0,124.04,10,Bank Transfer,Champion,Prime Evening (6–9 PM),1,0,45.64,DS016,DA0116
